Cumulative_Surplus_kWh,Cumulative_Deficit_kWh
52124.575000000004,77.03000000000003
52124.575000000004,77.33000000000003
52124.575000000004,77.45500000000003
52124.575000000004,78.15500000000003
52124.575000000004,79.55500000000004
52229.58500000001,79.55500000000004
52495.01000000001,79.55500000000004
52857.48000000001,79.55500000000004
53310.47000000001,79.55500000000004
53799.725000000006,79.55500000000004
54283.12500000001,79.55500000000004
54702.08500000001,79.55500000000004
55009.88500000001,79.55500000000004
55171.32500000001,79.55500000000004
55171.32500000001,82.97500000000004
55171.32500000001,84.92500000000004
55171.32500000001,87.67500000000004
55171.32500000001,88.87500000000004
55171.32500000001,90.07500000000005
55171.32500000001,91.07500000000005
55171.32500000001,91.87500000000004
55171.32500000001,92.87500000000004
55171.32500000001,93.32500000000005
55171.32500000001,93.95000000000005
55171.32500000001,94.45000000000005
55171.32500000001,94.75000000000004
55171.32500000001,95.25000000000004
55171.32500000001,95.95000000000005
55171.32500000001,96.30000000000004
55172.43500000001,96.30000000000004
55406.48000000001,96.30000000000004
55774.66000000001,96.30000000000004
56235.29000000001,96.30000000000004
56751.91000000001,96.30000000000004
57263.73000000001,96.30000000000004
57714.22000000001,96.30000000000004
58054.87000000001,96.30000000000004
58214.38000000001,96.30000000000004
58214.38000000001,99.10000000000004
58214.38000000001,100.40000000000003
58214.38000000001,102.60000000000004
58214.38000000001,104.60000000000004
58214.38000000001,105.20000000000003
58214.38000000001,106.20000000000003
58214.38000000001,106.60000000000004
58214.38000000001,106.80000000000004
58214.38000000001,106.95000000000005
58214.38000000001,107.32500000000005
58214.38000000001,107.62500000000004
58214.38000000001,107.72500000000004
58214.38000000001,108.35000000000004
58214.38000000001,109.05000000000004
58214.38000000001,110.80000000000004
58214.38000000001,112.00000000000004
58446.38500000001,112.00000000000004
58831.78500000001,112.00000000000004
59322.265000000014,112.00000000000004
59868.80000000002,112.00000000000004
60427.63000000002,112.00000000000004
60939.150000000016,112.00000000000004
61345.77000000002,112.00000000000004
61585.830000000016,112.00000000000004
61587.320000000014,112.00000000000004
61587.320000000014,114.60000000000004
61587.320000000014,116.80000000000004
61587.320000000014,118.80000000000004
61587.320000000014,120.30000000000004
61587.320000000014,120.55000000000004
61587.320000000014,121.15000000000003
61587.320000000014,121.75000000000003
61587.320000000014,122.20000000000003
61587.320000000014,122.45000000000003
61587.320000000014,122.55000000000003
61587.320000000014,122.95000000000003
61587.320000000014,123.20000000000003
61587.320000000014,123.55000000000003
61587.320000000014,125.30000000000003
61680.220000000016,125.30000000000003
61968.125000000015,125.30000000000003
62391.97500000001,125.30000000000003
62935.29500000001,125.30000000000003
63543.27000000001,125.30000000000003
64159.680000000015,125.30000000000003
64738.70000000001,125.30000000000003
65207.51000000001,125.30000000000003
65531.65000000001,125.30000000000003
65668.75000000001,125.30000000000003
65668.75000000001,126.60000000000002
65668.75000000001,128.25000000000003
65668.75000000001,129.45000000000002
65668.75000000001,130.05
65668.75000000001,130.8
65668.75000000001,131.8
65668.75000000001,132.4
65668.75000000001,133.15
65668.75000000001,133.65
65668.75000000001,133.75
65668.75000000001,134.05
65668.75000000001,134.175
65668.75000000001,134.875
65700.63000000002,134.875
65896.82000000002,134.875
66274.78000000003,134.875
66817.32000000002,134.875
67467.67000000003,134.875
68184.71000000002,134.875
68876.46000000002,134.875
69529.22000000002,134.875
70070.74000000002,134.875
70457.56000000003,134.875
70666.62000000002,134.875
70693.83000000003,134.875
70693.83000000003,135.425
70693.83000000003,137.025
70693.83000000003,138.225
70693.83000000003,138.975
70693.83000000003,139.575
70693.83000000003,140.575
70693.83000000003,141.325
70693.83000000003,141.575
70693.83000000003,142.075
70693.83000000003,142.375
70693.83000000003,142.875
70706.77000000003,142.875
70826.25000000003,142.875
71106.67000000003,142.875
71562.58000000003,142.875
72155.56000000003,142.875
72843.38000000003,142.875
73585.40500000003,142.875
74305.42500000003,142.875
74951.23500000003,142.875
75478.45500000003,142.875
75866.23500000003,142.875
76091.87500000003,142.875
76166.48500000003,142.875
76166.48500000003,144.005
76166.48500000003,146.005
76166.48500000003,146.905
76166.48500000003,148.155
76166.48500000003,148.955
76166.48500000003,149.75500000000002
76166.48500000003,149.90500000000003
76166.48500000003,150.15500000000003
76166.48500000003,150.35500000000002
76166.48500000003,150.455
76167.84000000003,150.455
76213.61000000003,150.455
76376.31000000003,150.455
76693.57000000002,150.455
77182.32500000003,150.455
77807.99500000002,150.455
78517.47500000002,150.455
79265.72000000002,150.455
80000.26000000001,150.455
80646.82,150.455
81167.88,150.455
81548.86,150.455
81785.59,150.455
81887.64,150.455
81911.62,150.455
81911.62,151.655
81911.62,152.855
81911.62,153.105
81911.62,153.70499999999998
81911.62,153.90499999999997
81911.62,154.35499999999996
81911.62,154.85499999999996
81911.62,155.15499999999997
81911.62,155.55499999999998
81920.825,155.55499999999998
81980.215,155.55499999999998
82160.47499999999,155.55499999999998
82507.14499999999,155.55499999999998
83030.37,155.55499999999998
83695.72,155.55499999999998
84459.77,155.55499999999998
85256.765,155.55499999999998
86032.975,155.55499999999998
86730.705,155.55499999999998
87302.205,155.55499999999998
87723.885,155.55499999999998
87997.39499999999,155.55499999999998
88128.135,155.55499999999998
88173.17499999999,155.55499999999998
88173.17499999999,156.385
88173.17499999999,157.58499999999998
88173.17499999999,158.08499999999998
88173.17499999999,158.28499999999997
88173.17499999999,158.88499999999996
88173.17499999999,159.18499999999997
88173.17499999999,159.80999999999997
88173.17499999999,160.10999999999999
88173.17499999999,160.41
88175.04999999999,160.41
88227.09999999999,160.41
88397.34999999999,160.41
88745.37999999999,160.41
89286.70999999999,160.41
89989.87999999999,160.41
90807.45999999999,160.41
91668.435,160.41
92513.785,160.41
93275.115,160.41
93904.71500000001,160.41
94371.04500000001,160.41
94677.75500000002,160.41
94820.11500000002,160.41
94861.39500000002,160.41
94861.39500000002,160.57999999999998
94861.39500000002,162.07999999999998
94861.39500000002,162.82999999999998
94861.39500000002,163.23
94861.39500000002,164.23
94861.39500000002,164.98
94861.39500000002,165.105
94861.39500000002,165.20499999999998
94861.39500000002,165.40499999999997
94861.39500000002,166.02999999999997
94886.36000000002,166.02999999999997
95026.24000000002,166.02999999999997
95342.64000000001,166.02999999999997
95861.36500000002,166.02999999999997
96541.44500000002,166.02999999999997
97319.60500000003,166.02999999999997
98162.83000000003,166.02999999999997
98992.65000000004,166.02999999999997
99735.90000000004,166.02999999999997
100341.44000000003,166.02999999999997
100794.00000000003,166.02999999999997
101066.40000000002,166.02999999999997
101173.45000000003,166.02999999999997
101186.62000000002,166.02999999999997
101186.62000000002,167.22999999999996
101186.62000000002,167.52999999999997
101186.62000000002,168.52999999999997
101186.62000000002,169.32999999999998
101186.62000000002,169.92999999999998
101186.62000000002,170.67999999999998
101186.62000000002,171.17999999999998
101186.62000000002,171.27999999999997
101186.62000000002,171.77999999999997
101186.62000000002,172.02999999999997
101186.78500000002,172.02999999999997
101281.65500000001,172.02999999999997
101545.36500000002,172.02999999999997
101996.47000000002,172.02999999999997
102594.18000000002,172.02999999999997
103295.75000000003,172.02999999999997
104045.97500000003,172.02999999999997
104767.93500000004,172.02999999999997
105422.09500000004,172.02999999999997
105939.34500000004,172.02999999999997
106309.19500000005,172.02999999999997
106495.70500000005,172.02999999999997
106526.20500000005,172.02999999999997
106526.20500000005,173.67999999999998
106526.20500000005,174.48
106526.20500000005,175.98
106526.20500000005,176.23
106526.20500000005,176.42999999999998
106526.20500000005,176.82999999999998
106526.20500000005,177.27999999999997
106526.20500000005,177.77999999999997
106526.20500000005,177.97999999999996
106526.20500000005,178.27999999999997
106526.20500000005,178.40499999999997
106526.20500000005,178.75499999999997
106553.03500000005,178.75499999999997
106729.80500000005,178.75499999999997
107059.76500000006,178.75499999999997
107512.95500000006,178.75499999999997
108064.35500000005,178.75499999999997
108645.81000000006,178.75499999999997
109195.01000000005,178.75499999999997
109683.46000000005,178.75499999999997
110052.19000000005,178.75499999999997
110282.16000000005,178.75499999999997
110342.63000000005,178.75499999999997
110342.63000000005,179.40499999999997
110342.63000000005,181.05499999999998
110342.63000000005,181.855
110342.63000000005,182.45499999999998
110342.63000000005,183.45499999999998
110342.63000000005,183.65499999999997
110342.63000000005,184.05499999999998
110342.63000000005,184.80499999999998
110342.63000000005,185.17999999999998
110342.63000000005,185.27999999999997
110342.63000000005,185.47999999999996
110342.63000000005,185.97999999999996
110342.63000000005,186.15499999999997
110342.63000000005,186.85499999999996
110446.84000000005,186.85499999999996
110710.56500000006,186.85499999999996
111071.68500000006,186.85499999999996
111523.87500000006,186.85499999999996
112013.13000000006,186.85499999999996
112495.83000000006,186.85499999999996
112913.99000000006,186.85499999999996
113221.79000000007,186.85499999999996
113382.03000000007,186.85499999999996
113382.03000000007,188.17499999999995
113382.03000000007,191.42499999999995
113382.03000000007,191.97499999999997
113382.03000000007,193.97499999999997
113382.03000000007,194.57499999999996
113382.03000000007,195.32499999999996
113382.03000000007,196.12499999999997
113382.03000000007,196.72499999999997
113382.03000000007,196.87499999999997
113382.03000000007,197.24999999999997
113382.03000000007,197.54999999999998
113382.03000000007,197.74999999999997
113382.03000000007,198.12499999999997
113382.03000000007,198.29999999999998
113382.03000000007,199.35
113382.34000000007,199.35
113616.38500000007,199.35
113984.11500000006,199.35
114444.74500000007,199.35
114961.74000000006,199.35
115474.96000000006,199.35
115924.65000000007,199.35
116265.80000000006,199.35
116424.11000000006,199.35
116424.11000000006,202.15
116424.11000000006,205.4
116424.11000000006,208.15
116424.11000000006,210.15
116424.11000000006,211.65
116424.11000000006,212.4
116424.11000000006,213.4
116424.11000000006,214.0
116424.11000000006,214.45
116424.11000000006,214.7
116424.11000000006,214.89999999999998
116424.11000000006,215.2
116424.11000000006,215.575
116424.11000000006,216.27499999999998
116424.11000000006,217.325
116424.11000000006,217.325
116656.11500000006,217.325
117041.96500000007,217.325
117533.24500000007,217.325
118078.65500000007,217.325
118638.18500000007,217.325
119149.70500000007,217.325
119556.32500000007,217.325
119798.18500000007,217.325
119799.67500000008,217.325
119799.67500000008,219.92499999999998
119799.67500000008,222.12499999999997
119799.67500000008,223.32499999999996
119799.67500000008,224.52499999999995
119799.67500000008,225.77499999999995
119799.67500000008,226.17499999999995
119799.67500000008,226.77499999999995
119799.67500000008,227.22499999999994
119799.67500000008,227.47499999999994
119799.67500000008,227.97499999999994
119799.67500000008,228.17499999999993
119799.67500000008,228.67499999999993
119799.67500000008,228.84999999999994
119799.67500000008,230.59999999999994
119892.17500000008,230.59999999999994
120178.80500000008,230.59999999999994
120603.10500000008,230.59999999999994
121146.42500000009,230.59999999999994
121753.6500000001,230.59999999999994
122369.7100000001,230.59999999999994
122949.5300000001,230.59999999999994
123418.3400000001,230.59999999999994
123741.88000000009,230.59999999999994
123878.28000000009,230.59999999999994
123878.28000000009,231.24999999999994
123878.28000000009,232.34999999999994
123878.28000000009,233.54999999999993
123878.28000000009,234.74999999999991
123878.28000000009,235.49999999999991
123878.28000000009,236.49999999999991
123878.28000000009,237.0999999999999
123878.28000000009,237.6999999999999
123878.28000000009,237.9499999999999
123878.28000000009,238.1499999999999
123878.28000000009,238.2499999999999
123878.28000000009,238.4999999999999
123878.28000000009,239.0249999999999
123910.51000000008,239.0249999999999
124106.70000000008,239.0249999999999
124484.66000000009,239.0249999999999
125027.6500000001,239.0249999999999
125679.2000000001,239.0249999999999
126396.24000000009,239.0249999999999
127088.3400000001,239.0249999999999
127740.7000000001,239.0249999999999
128283.2200000001,239.0249999999999
128667.6400000001,239.0249999999999
128875.3000000001,239.0249999999999
128902.51000000011,239.0249999999999
128902.51000000011,240.6749999999999
128902.51000000011,241.0749999999999
128902.51000000011,241.9749999999999
128902.51000000011,243.2249999999999
128902.51000000011,243.8249999999999
128902.51000000011,244.0249999999999
128902.51000000011,244.3249999999999
128902.51000000011,244.9499999999999
128902.51000000011,245.4499999999999
128902.51000000011,245.6499999999999
128902.51000000011,245.8999999999999
128915.45000000011,245.8999999999999
129036.33000000012,245.8999999999999
129315.95000000011,245.8999999999999
129771.86000000012,245.8999999999999
130365.29000000011,245.8999999999999
131053.11000000012,245.8999999999999
131793.63500000013,245.8999999999999
132514.70500000013,245.8999999999999
133161.31500000012,245.8999999999999
133688.53500000012,245.8999999999999
134076.91500000012,245.8999999999999
134302.55500000014,245.8999999999999
134377.81500000015,245.8999999999999
134377.81500000015,247.0299999999999
134377.81500000015,248.62999999999988
134377.81500000015,249.82999999999987
134377.81500000015,250.32999999999987
134377.81500000015,250.52999999999986
134377.81500000015,250.72999999999985
134377.81500000015,250.87999999999985
134377.81500000015,251.00499999999985
134377.81500000015,251.40499999999986
134377.81500000015,251.90499999999986
134378.92000000016,251.90499999999986
134424.51500000016,251.90499999999986
134588.26500000016,251.90499999999986
134905.92500000016,251.90499999999986
135394.25500000015,251.90499999999986
136021.27500000014,251.90499999999986
136730.75500000015,251.90499999999986
137478.62500000015,251.90499999999986
138213.86500000014,251.90499999999986
138860.42500000013,251.90499999999986
139380.48500000013,251.90499999999986
139761.46500000014,251.90499999999986
139996.79500000013,251.90499999999986
140097.54500000013,251.90499999999986
140120.97500000012,251.90499999999986
140120.97500000012,253.90499999999986
140120.97500000012,255.10499999999985
140120.97500000012,255.85499999999985
140120.97500000012,256.45499999999987
140120.97500000012,257.2549999999999
140120.97500000012,258.0049999999999
140120.97500000012,258.5049999999999
140120.97500000012,259.0049999999999
140120.97500000012,259.3049999999999
140130.6800000001,259.3049999999999
140190.2450000001,259.3049999999999
140370.8550000001,259.3049999999999
140717.5250000001,259.3049999999999
141239.0500000001,259.3049999999999
141903.9500000001,259.3049999999999
142668.0000000001,259.3049999999999
143464.99500000008,259.3049999999999
144241.9050000001,259.3049999999999
144939.23500000007,259.3049999999999
145511.23500000007,259.3049999999999
145935.31500000006,259.3049999999999
146209.52500000005,259.3049999999999
146338.31500000006,259.3049999999999
146382.80500000005,259.3049999999999
146382.80500000005,259.7349999999999
146382.80500000005,260.9349999999999
146382.80500000005,261.9349999999999
146382.80500000005,262.7349999999999
146382.80500000005,263.7349999999999
146382.80500000005,264.0349999999999
146382.80500000005,264.1599999999999
146382.80500000005,264.4599999999999
146382.80500000005,264.8599999999999
146384.43000000005,264.8599999999999
146436.65500000006,264.8599999999999
146607.25500000006,264.8599999999999
146954.88500000007,264.8599999999999
147497.06500000006,264.8599999999999
148198.88500000007,264.8599999999999
149018.06500000006,264.8599999999999
149877.91500000007,264.8599999999999
150723.26500000007,264.8599999999999
151485.39500000008,264.8599999999999
152115.49500000008,264.8599999999999
152581.82500000007,264.8599999999999
152886.43500000006,264.8599999999999
153028.79500000004,264.8599999999999
153071.72500000003,264.8599999999999
153071.72500000003,265.4299999999999
153071.72500000003,265.7299999999999
153071.72500000003,266.2299999999999
153071.72500000003,266.8299999999999
153071.72500000003,267.42999999999995
153071.72500000003,267.72999999999996
153071.72500000003,267.85499999999996
153071.72500000003,268.25499999999994
153071.72500000003,268.4549999999999
153071.72500000003,268.5799999999999
153096.16500000004,268.5799999999999
153235.34500000003,268.5799999999999
153552.14500000002,268.5799999999999
154071.72000000003,268.5799999999999
154751.35000000003,268.5799999999999
155529.11000000004,268.5799999999999
156371.96000000005,268.5799999999999
157202.13000000006,268.5799999999999
157946.58000000007,268.5799999999999
158550.62000000008,268.5799999999999
159004.98000000007,268.5799999999999
159275.28000000006,268.5799999999999
159382.98000000007,268.5799999999999
159395.60000000006,268.5799999999999
159395.60000000006,270.17999999999995
159395.60000000006,271.37999999999994
159395.60000000006,272.37999999999994
159395.60000000006,272.97999999999996
159395.60000000006,273.97999999999996
159395.60000000006,274.58
159395.60000000006,275.08
159395.60000000006,275.47999999999996
159395.60000000006,275.87999999999994
159395.60000000006,276.25499999999994
159396.46500000005,276.25499999999994
159490.98500000004,276.25499999999994
159754.29500000004,276.25499999999994
160204.97500000003,276.25499999999994
160800.88500000004,276.25499999999994
161500.85500000004,276.25499999999994
162250.70500000005,276.25499999999994
162973.01500000004,276.25499999999994
163627.17500000005,276.25499999999994
164145.42500000005,276.25499999999994
164514.07500000004,276.25499999999994
164701.98500000004,276.25499999999994
164730.53500000003,276.25499999999994
164730.53500000003,277.35499999999996
164730.53500000003,278.155
164730.53500000003,279.05499999999995
164730.53500000003,280.30499999999995
164730.53500000003,281.30499999999995
164730.53500000003,281.50499999999994
164730.53500000003,282.10499999999996
164730.53500000003,282.47999999999996
164730.53500000003,282.78
164730.53500000003,283.08
164730.53500000003,283.455
164730.53500000003,283.805
164757.01500000004,283.805
164932.98500000004,283.805
165264.22000000003,283.805
165716.96000000002,283.805
166268.36000000002,283.805
166849.065,283.805
167398.615,283.805
167886.66499999998,283.805
168254.395,283.805
168484.365,283.805
168544.13499999998,283.805
168544.13499999998,287.055
168544.13499999998,288.705
168544.13499999998,289.905
168544.13499999998,290.80499999999995
168544.13499999998,291.80499999999995
168544.13499999998,292.60499999999996
168544.13499999998,293.60499999999996
168544.13499999998,294.35499999999996
168544.13499999998,294.72999999999996
168544.13499999998,294.83
168544.13499999998,295.22999999999996
168544.13499999998,295.35499999999996
168544.13499999998,295.53
168544.13499999998,296.92999999999995
168647.94499999998,296.92999999999995
168912.52,296.92999999999995
169274.09,296.92999999999995
169727.08,296.92999999999995
170215.96,296.92999999999995
170699.71,296.92999999999995
171117.06999999998,296.92999999999995
171423.86999999997,296.92999999999995
171586.50999999998,296.92999999999995
171586.50999999998,297.54999999999995
171586.50999999998,300.15
171586.50999999998,302.9
171586.50999999998,304.9
171586.50999999998,305.79999999999995
171586.50999999998,306.54999999999995
171586.50999999998,307.15
171586.50999999998,307.95
171586.50999999998,308.25
171586.50999999998,308.75
171586.50999999998,308.95
171586.50999999998,309.34999999999997
171586.50999999998,309.97499999999997
171586.50999999998,310.325
171586.50999999998,312.075
171586.50999999998,312.565
171819.705,312.565
172186.53499999997,312.565
172646.36499999996,312.565
173163.35999999996,312.565
173675.52999999997,312.565
174124.41999999998,312.565
174466.06999999998,312.565
174624.37999999998,312.565
174624.37999999998,313.265
174624.37999999998,313.91499999999996
174624.37999999998,315.56499999999994
174624.37999999998,315.9649999999999
174624.37999999998,316.26499999999993
174624.37999999998,317.51499999999993
174624.37999999998,318.11499999999995
174624.37999999998,318.91499999999996
174624.37999999998,319.36499999999995
174624.37999999998,319.61499999999995
174624.37999999998,319.715
174624.37999999998,320.11499999999995
174624.37999999998,320.23999999999995
174624.37999999998,320.59
174624.37999999998,321.64
174624.77999999997,321.64
174855.93499999997,321.64
175241.78499999997,321.64
175731.86499999996,321.64
176277.64999999997,321.64
176837.52999999997,321.64
177349.04999999996,321.64
177755.66999999995,321.64
177997.52999999994,321.64
177998.31999999995,321.64
177998.31999999995,324.89
177998.31999999995,325.44
177998.31999999995,327.04
177998.31999999995,327.34000000000003
177998.31999999995,328.34000000000003
177998.31999999995,328.54
177998.31999999995,329.34000000000003
177998.31999999995,329.49
177998.31999999995,330.115
177998.31999999995,330.21500000000003
177998.31999999995,330.51500000000004
177998.31999999995,331.01500000000004
177998.31999999995,331.36500000000007
177998.31999999995,331.7150000000001
178090.01999999996,331.7150000000001
178377.07499999995,331.7150000000001
178801.37499999994,331.7150000000001
179344.29499999995,331.7150000000001
179951.51999999996,331.7150000000001
180567.57999999996,331.7150000000001
181146.59999999995,331.7150000000001
181616.90999999995,331.7150000000001
181940.44999999995,331.7150000000001
182077.54999999996,331.7150000000001
182077.54999999996,333.6650000000001
182077.54999999996,335.31500000000005
182077.54999999996,336.9150000000001
182077.54999999996,337.2150000000001
182077.54999999996,337.4650000000001
182077.54999999996,338.2650000000001
182077.54999999996,338.6650000000001
182077.54999999996,339.4150000000001
182077.54999999996,340.0400000000001
182077.54999999996,340.5400000000001
182077.54999999996,340.94000000000005
182077.54999999996,341.31500000000005
182077.54999999996,341.6650000000001
182109.42999999996,341.6650000000001
182306.01999999996,341.6650000000001
182683.55499999996,341.6650000000001
183227.44499999998,341.6650000000001
183877.79499999998,341.6650000000001
184595.21,341.6650000000001
185286.61,341.6650000000001
185938.96999999997,341.6650000000001
186479.98999999996,341.6650000000001
186866.80999999997,341.6650000000001
187076.56999999998,341.6650000000001
187103.12999999998,341.6650000000001
187103.12999999998,342.7650000000001
187103.12999999998,343.9650000000001
187103.12999999998,344.2650000000001
187103.12999999998,345.0150000000001
187103.12999999998,345.4150000000001
187103.12999999998,345.61500000000007
187103.12999999998,345.9150000000001
187103.12999999998,346.4150000000001
187103.12999999998,346.5150000000001
187103.12999999998,346.6150000000001
187103.12999999998,347.2400000000001
187115.895,347.2400000000001
187235.375,347.2400000000001
187514.995,347.2400000000001
187969.63,347.2400000000001
188561.26,347.2400000000001
189247.88,347.2400000000001
189988.78,347.2400000000001
190710.2,347.2400000000001
191355.61000000002,347.2400000000001
191882.33000000002,347.2400000000001
192270.11000000002,347.2400000000001
192494.35,347.2400000000001
192568.96,347.2400000000001
192568.96,347.2700000000001
192568.96,348.0700000000001
192568.96,349.2700000000001
192568.96,349.5200000000001
192568.96,350.3200000000001
192568.96,350.92000000000013
192568.96,351.0700000000001
192568.96,351.4450000000001
192568.96,351.7450000000001
192568.96,351.9450000000001
192570.19,351.9450000000001
192615.61000000002,351.9450000000001
192778.31000000003,351.9450000000001
193095.97000000003,351.9450000000001
193584.72500000003,351.9450000000001
194211.29500000004,351.9450000000001
194919.17500000005,351.9450000000001
195667.42000000004,351.9450000000001
