PV_Size_kW,Battery_Size_kWh,Total_Cost_EUR,Payback_Period_Years,ROI_Percent
70,1700,594000,2.894835908294713,34.54427234147027
70,1750,609000,2.967937825170842,33.69342819512863
70,1800,624000,3.041039742046971,32.88349001736112
70,1850,639000,3.1141416589231,32.11157710615546
70,1900,654000,3.1872435757992292,31.37507304408767
70,1950,669000,3.2603454926753583,30.671596070004988
70,2000,684000,3.3334474095514874,29.99897334917155
70,2050,699000,3.4065493264276165,29.355218556270867
75,50,105000,0.5117134181329038,195.4218835317461
75,100,120000,0.5848153350090329,170.99414809027783
75,150,135000,0.657917251885162,151.99479830246915
75,200,150000,0.7310191687612911,136.79531847222225
75,250,165000,0.8041210856374202,124.35938042929295
75,300,180000,0.8772230025135493,113.99609872685188
75,350,195000,0.9503249193896784,105.22716805555558
75,400,210000,1.0234268362658077,97.71094176587305
75,450,225000,1.0965287531419368,91.1968789814815
75,500,240000,1.1696306700180659,85.49707404513892
75,550,255000,1.242732586894195,80.46783439542486
75,600,270000,1.315834503770324,75.99739915123457
75,650,285000,1.3889364206464532,71.99753603801172
75,700,300000,1.4620383375225823,68.39765923611112
75,750,315000,1.5351402543987114,65.14062784391535
75,800,330000,1.6082421712748405,62.17969021464648
75,850,345000,1.6813440881509696,59.47622542270533
75,900,360000,1.7544460050270987,56.99804936342594
75,950,375000,1.8275479219032278,54.7181273888889
75,1000,390000,1.900649838779357,52.61358402777779
75,1050,405000,1.973751755655486,50.664932767489724
75,1100,420000,2.0468536725316153,48.85547088293652
75,1150,435000,2.1199555894077444,47.17079947318009
75,1200,450000,2.1930575062838735,45.59843949074075
75,1250,465000,2.2661594231600026,44.12752208781363
75,1300,480000,2.3392613400361317,42.74853702256946
75,1350,495000,2.412363256912261,41.45312680976432
75,1400,510000,2.48546517378839,40.23391719771243
75,1450,525000,2.558567090664519,39.08437670634922
75,1500,540000,2.631669007540648,37.99869957561729
75,1550,555000,2.7047709244167772,36.97170769519521
75,1600,570000,2.7778728412929063,35.99876801900586
75,1650,585000,2.8509747581690355,35.07572268518519
75,1700,600000,2.9240766750451646,34.19882961805556
75,1750,615000,2.9971785919212937,33.364711822493234
75,1800,630000,3.0702805087974228,32.57031392195768
75,1850,645000,3.143382425673552,31.812864760981917
75,1900,660000,3.216484342549681,31.08984510732324
75,1950,675000,3.28958625942581,30.398959660493833
75,2000,690000,3.362688176301939,29.738112711352667
75,2050,705000,3.4357900931780683,29.105386908983455
80,50,111000,0.5409541848833554,184.85853847597602
80,100,126000,0.6140561017594846,162.85156960978838
80,150,141000,0.6871580186356137,145.5269345449173
80,200,156000,0.7602599355117428,131.53396006944448
80,250,171000,0.8333618523878719,119.9958933966862
80,300,186000,0.906463769264001,110.31880521953408
80,350,201000,0.9795656861401301,102.08605856135988
80,400,216000,1.0526676030162592,94.99674893904323
80,450,231000,1.1257695198923883,88.8281288780664
80,500,246000,1.1988714367685174,83.41177955623309
80,550,261000,1.2719733536446465,78.6179991219668
80,600,276000,1.3450752705207756,74.34528177838166
80,650,291000,1.4181771873969047,70.51305075887745
80,700,306000,1.4912791042730338,67.05652866285405
80,750,321000,1.5643810211491629,63.923046015057125
80,800,336000,1.637482938025292,61.069338603670644
80,850,351000,1.710584854901421,58.45953780864199
80,900,366000,1.7836867717775502,56.063655111566504
80,950,381000,1.8567886886536795,53.856424595363094
80,1000,396000,1.9298906055298086,51.816408512205406
80,1050,411000,2.0029925224059375,49.92529871248988
80,1100,426000,2.0760944392820666,48.167365659233184
80,1150,441000,2.1491963561581957,46.52901988851097
80,1200,456000,2.222298273034325,44.99846002375732
80,1250,471000,2.295400189910454,43.565388048478425
80,1300,486000,2.368502106786583,42.22077730624144
80,1350,501000,2.441604023662712,40.956682177312054
80,1400,516000,2.5147059405388412,39.7660809512274
80,1450,531000,2.5878078574149703,38.64274533113623
80,1500,546000,2.6609097742910994,37.581131448412705
80,1550,561000,2.7340116911672285,36.57628836155675
80,1600,576000,2.8071136080433576,35.62378085214121
80,1650,591000,2.880215524919487,34.71962397772138
80,1700,606000,2.9533174417956163,33.86022734460947
80,1750,621000,3.0264193586717454,33.04234745705851
80,1800,636000,3.0995212755478745,32.263046809486376
80,1850,651000,3.1726231924240036,31.51965863415259
80,1900,666000,3.2457251093001327,30.80975641266267
80,1950,681000,3.318827026176262,30.131127416789045
80,2000,696000,3.391928943052391,29.481749670737557
80,2050,711000,3.46503085992852,28.859771829582755
85,50,117000,0.5701949516338071,175.37861342592595
85,100,132000,0.6432968685099362,155.4492255366162
85,150,147000,0.7163987853860653,139.5870596655329
85,200,162000,0.7895007022621944,126.66233191872432
85,250,177000,0.8626026191383235,115.92823599340869
85,300,192000,0.9357045360144526,106.87134255642363
85,350,207000,1.0088064528905818,99.12704237117555
85,400,222000,1.081908369766711,92.42926923798801
85,450,237000,1.15501028664284,86.57931548874826
85,500,252000,1.228112203518969,81.42578480489419
85,550,267000,1.3012141203950982,76.85130251248441
85,600,282000,1.3743160372712273,72.76346727245866
85,650,297000,1.4474179541473564,69.08854468294054
85,700,312000,1.5205198710234855,65.76698003472224
85,750,327000,1.5936217878996146,62.75014608817534
85,800,342000,1.6667237047757437,59.9979466983431
85,850,357000,1.7398256216518728,57.47702456816061
85,900,372000,1.812927538528002,55.15940260976704
85,950,387000,1.886029455404131,53.02144126830319
85,1000,402000,1.9591313722802601,51.04302928067994
85,1050,417000,2.0322332891563892,49.206949090727434
85,1100,432000,2.1053352060325183,47.498374469521615
85,1150,447000,2.1784371229086474,45.90446928598062
85,1200,462000,2.2515390397847765,44.4140644390332
85,1250,477000,2.3246409566609056,43.01739574598184
85,1300,492000,2.3977428735370347,41.70588977811654
85,1350,507000,2.470844790413164,40.471987713675226
85,1400,522000,2.543946707289293,39.3089995609834
85,1450,537000,2.617048624165422,38.210982813469904
85,1500,552000,2.690150541041551,37.17264088919083
85,1550,567000,2.7632524579176803,36.189237691064086
85,1600,582000,2.8363543747938094,35.25652537943873
85,1650,597000,2.9094562916699385,34.370683033221674
85,1700,612000,2.9825582085460676,33.528264331427025
85,1750,627000,3.0556601254221967,32.72615274455078
85,1800,642000,3.1287620422983258,31.961523007528562
85,1850,657000,3.201863959174455,31.231807870370375
85,1900,672000,3.274965876050584,30.534669301835322
85,1950,687000,3.348067792926713,29.867973465550712
85,2000,702000,3.421169709802842,29.229768904320995
85,2050,717000,3.4942716266789713,28.618267462808
90,50,123000,0.5994357183842587,166.82355911246617
90,100,138000,0.6725376352603878,148.69056355676332
90,150,153000,0.7456395521365169,134.1130573257081
90,200,168000,0.818741469012646,122.13867720734129
90,250,183000,0.8918433858887751,112.12731022313301
90,300,198000,0.9649453027649043,103.63281702441081
90,350,213000,1.0380472196410333,96.33473131846637
90,400,228000,1.1111491365171624,89.99692004751464
90,450,243000,1.1842510533932915,84.44155461248288
90,500,258000,1.2573529702694206,79.5321619024548
90,550,273000,1.3304548871455497,75.16226289682541
90,600,288000,1.4035568040216788,71.24756170428242
90,650,303000,1.4766587208978081,67.72045468921894
90,700,318000,1.5497606377739372,64.52609361897275
90,750,333000,1.6228625546500663,61.61951282532534
90,800,348000,1.6959644715261954,58.963499341475114
90,850,363000,1.7690663884023246,56.52699110422407
90,900,378000,1.8421683052784537,54.28385653659613
90,950,393000,1.9152702221545828,52.211953615352
90,1000,408000,1.9883721390307119,50.29239649714054
90,1050,423000,2.061474055906841,48.508978181639094
90,1100,438000,2.13457597278297,46.84771180555556
90,1150,453000,2.207677889659099,45.29646307027227
90,1200,468000,2.2807798065352283,43.84465335648149
90,1250,483000,2.3538817234113574,42.48301815907523
90,1300,498000,2.4269836402874865,41.2034091783802
90,1350,513000,2.5000855571636156,39.99863113222873
90,1400,528000,2.5731874740397447,38.86230638415405
90,1450,543000,2.646289390915874,37.78876200890117
90,1500,558000,2.719391307792003,36.772935073178026
90,1550,573000,2.792493224668132,35.81029279377545
90,1600,588000,2.865595141544261,34.896764916383226
90,1650,603000,2.93869705842039,34.02868618711996
90,1700,618000,3.0117989752965193,33.20274720199569
90,1750,633000,3.0849008921726484,32.41595224460243
90,1800,648000,3.1580028090487775,31.66558297968108
90,1850,663000,3.2311047259249066,30.949167075163402
90,1900,678000,3.3042066428010357,30.264450989429704
90,1950,693000,3.377308559677165,29.6093762926888
90,2000,708000,3.450410476553294,28.982058998352173
90,2050,723000,3.523512393429423,28.380771467266026
95,50,129000,0.6286764851347103,159.0643238049096
95,100,144000,0.7017784020108394,142.49512340856484
95,150,159000,0.7748803188869686,129.0521872379455
95,200,174000,0.8479822357630977,117.92699868295023
95,250,189000,0.9210841526392268,108.56771307319227
95,300,204000,0.9941860695153559,100.58479299428107
95,350,219000,1.067287986391485,93.69542361111112
95,400,234000,1.1403899032676141,87.68930671296297
95,450,249000,1.2134918201437432,82.4068183567604
95,500,264000,1.2865937370198723,77.7246127683081
95,550,279000,1.3596956538960014,73.54587014635605
95,600,294000,1.4327975707721305,69.79352983276645
95,650,309000,1.5058994876482596,66.40549440399138
95,700,324000,1.5790014045243888,63.33116595936216
95,750,339000,1.6521033214005179,60.52890197885941
95,800,354000,1.725205238276647,57.964117996704346
95,850,369000,1.798307155152776,55.60785303748872
95,900,384000,1.8714090720289052,53.435671278211814
95,950,399000,1.9445109889050343,51.42681145572266
95,1000,414000,2.0176129057811636,49.563521185587774
95,1050,429000,2.0907148226572927,47.83053093434344
95,1100,444000,2.163816739533422,46.214634618994005
95,1150,459000,2.236918656409551,44.70435244190269
95,1200,474000,2.31002057328568,43.28965774437413
95,1250,489000,2.383122490161809,41.961754132583515
95,1300,504000,2.456224407037938,40.712892402447096
95,1350,519000,2.5293263239140673,39.53621921162493
95,1400,534000,2.6024282407901964,38.425651256242205
95,1450,549000,2.6755301576663255,37.37577007437766
95,1500,564000,2.7486320745424546,36.38173363622933
95,1550,579000,2.8217339914185837,35.43920167674152
95,1600,594000,2.894835908294713,34.54427234147027
95,1650,609000,2.967937825170842,33.69342819512863
95,1700,624000,3.041039742046971,32.88349001736112
95,1750,639000,3.1141416589231,32.11157710615546
95,1800,654000,3.1872435757992292,31.37507304408767
95,1850,669000,3.2603454926753583,30.671596070004988
95,1900,684000,3.3334474095514874,29.99897334917155
95,1950,699000,3.4065493264276165,29.355218556270867
95,2000,714000,3.4796512433037456,28.738512284080304
95,2050,729000,3.5527531601798747,28.147184870827623
100,50,135000,0.657917251885162,151.99479830246915
100,100,150000,0.7310191687612911,136.79531847222225
100,150,165000,0.8041210856374202,124.35938042929295
100,200,180000,0.8772230025135493,113.99609872685188
100,250,195000,0.9503249193896784,105.22716805555558
100,300,210000,1.0234268362658077,97.71094176587305
100,350,225000,1.0965287531419368,91.1968789814815
100,400,240000,1.1696306700180659,85.49707404513892
100,450,255000,1.242732586894195,80.46783439542486
100,500,270000,1.315834503770324,75.99739915123457
100,550,285000,1.3889364206464532,71.99753603801172
100,600,300000,1.4620383375225823,68.39765923611112
100,650,315000,1.5351402543987114,65.14062784391535
100,700,330000,1.6082421712748405,62.17969021464648
100,750,345000,1.6813440881509696,59.47622542270533
100,800,360000,1.7544460050270987,56.99804936342594
100,850,375000,1.8275479219032278,54.7181273888889
100,900,390000,1.900649838779357,52.61358402777779
100,950,405000,1.973751755655486,50.664932767489724
100,1000,420000,2.0468536725316153,48.85547088293652
100,1050,435000,2.1199555894077444,47.17079947318009
100,1100,450000,2.1930575062838735,45.59843949074075
100,1150,465000,2.2661594231600026,44.12752208781363
100,1200,480000,2.3392613400361317,42.74853702256946
100,1250,495000,2.412363256912261,41.45312680976432
100,1300,510000,2.48546517378839,40.23391719771243
100,1350,525000,2.558567090664519,39.08437670634922
100,1400,540000,2.631669007540648,37.99869957561729
100,1450,555000,2.7047709244167772,36.97170769519521
100,1500,570000,2.7778728412929063,35.99876801900586
100,1550,585000,2.8509747581690355,35.07572268518519
100,1600,600000,2.9240766750451646,34.19882961805556
100,1650,615000,2.9971785919212937,33.364711822493234
100,1700,630000,3.0702805087974228,32.57031392195768
100,1750,645000,3.143382425673552,31.812864760981917
100,1800,660000,3.216484342549681,31.08984510732324
100,1850,675000,3.28958625942581,30.398959660493833
100,1900,690000,3.362688176301939,29.738112711352667
100,1950,705000,3.4357900931780683,29.105386908983455
100,2000,720000,3.5088920100541974,28.49902468171297
100,2050,735000,3.5819939269303265,27.917411933106585
